 638.261523     0.0082073402     0.0015083202     0.0002178262     0.0064811938
 638.265805     0.0004070129     0.0000334023     0.0002806631     0.0000929475
 638.275373     0.0021106776     0.0000366209     0.0003137560     0.0017603007
 638.275534     0.0009883308     0.0000640963     0.0006086840     0.0003155505
 638.292375     0.0005920203     0.0001386095     0.0002635969     0.0001898140
 638.292481     0.0007342513     0.0000180068     0.0002987511     0.0004174935
 638.312263     0.0008500815     0.0000001889     0.0002257668     0.0006241258
 638.312442     0.0005261947     0.0000326669     0.0002338853     0.0002596425
 638.326443     0.0012676621     0.0000063259     0.0000928521     0.0011684842
 638.326728     0.0003291282     0.0000727678     0.0001841643     0.0000721962
 638.335981     0.0003335078     0.0000309324     0.0000189601     0.0002836152
 638.336013     0.0001955725     0.0000357058     0.0000075383     0.0001523284
 638.631214     0.0002169798     0.0000471912     0.0000072394     0.0001625492
 638.632195     0.0008804883     0.0001700377     0.0003748624     0.0003355882
 638.657407     0.0015709379     0.0000048613     0.0000902186     0.0014758580
 638.658332     0.0009637269     0.0002297599     0.0003678391     0.0003661279
 638.696598     0.0015139385     0.0003646909     0.0004300537     0.0007191939
 638.696604     0.0026453800     0.0010219068     0.0009432374     0.0006802358
 638.736807     0.0033111001     0.0003462871     0.0022500731     0.0007147399
 638.740124     0.0015417587     0.0011538905     0.0001830757     0.0002047924
 638.749557     0.0002473606     0.0000642131     0.0000001292     0.0001830183
 638.749565     0.0020157592     0.0016732393     0.0001364662     0.0002060536
 639.024557     0.1007695681     0.0871699427     0.0085855908     0.0050140346
 639.026836     0.0008811301     0.0002767323     0.0002499388     0.0003544590
 639.071887     0.0186586452     0.0097756959     0.0032982963     0.0055846530
 639.072081     0.0543038185     0.0509964295     0.0002691749     0.0030382141
 639.082365     0.0284418507     0.0156784750     0.0126550137     0.0001083620
 639.082381     0.0417717998     0.0392132274     0.0025491777     0.0000093948
 639.109987     0.0290468003     0.0067296465     0.0220634137     0.0002537401
 639.110694     0.0178001750     0.0133399361     0.0000709480     0.0043892909
 639.293990     0.0253790117     0.0000542202     0.0214387056     0.0038860859
 639.293995     0.0238014009     0.0003813236     0.0002894193     0.0231306579
 639.300964     0.0917589628     0.0000020734     0.0915642706     0.0001926189
 639.303847     0.0139649880     0.0004265344     0.0001324593     0.0134059943
 639.313957     0.0470488579     0.0000014708     0.0468588404     0.0001885467
 639.313994     0.0436228069     0.0001068553     0.0003360929     0.0431798587
 639.472759     0.0710003629     0.0039830044     0.0000515302     0.0669658283
 639.472764     0.0039886163     0.0000601283     0.0039281574     0.0000003306
 639.492477     0.1937028003     0.0002227208     0.0000086584     0.1934714211
 639.494696     0.0050256034     0.0000209227     0.0050035527     0.0000011280
 639.582084     0.0282030359     0.0000057084     0.0281380663     0.0000592612
 639.585011     0.0117918194     0.0031159492     0.0000036811     0.0086721891
 639.646734     0.3622482232     0.0006370153     0.3394391251     0.0221720828
 639.646779     0.1933654949     0.0016573364     0.0293221960     0.1623859624
 639.657835     0.1561358927     0.0020665292     0.1100885007     0.0439808628
 639.658908     0.0167660680     0.0000275886     0.0118481936     0.0048902857
 639.671993     0.3939321075     0.0006212490     0.3591720358     0.0341388228
 639.675153     0.0257378539     0.0022519331     0.0057625197     0.0177234011
 639.699508     0.0076754049     0.0000008429     0.0007271043     0.0069474577
 639.699534     0.0722846228     0.0099294361     0.0004225116     0.0619326752
 639.714044     0.0143058542     0.0012518610     0.0130192893     0.0000347039
 639.716417     0.0773018078     0.0003016004     0.0000460042     0.0769542032
 639.720855     0.0251908704     0.0000141225     0.0000169861     0.0251597619
 639.720855     0.0524947187     0.0000039011     0.0004454618     0.0520453558
 639.737963     0.0821311875     0.0003814012     0.0030991316     0.0786506548
 639.739381     0.0109686654     0.0000817335     0.0012183683     0.0096685636
 639.772590     0.0016783922     0.0008342657     0.0005310274     0.0003130992
 639.773863     0.0604672925     0.0058668886     0.0045856884     0.0500147155
 639.801010     0.8293947457     0.0026906793     0.0029341111     0.8237699553
 639.804078     0.0126199921     0.0063391276     0.0010497015     0.0052311630
 639.810863     0.1243462061     0.0110952855     0.0013780999     0.1118728206
 639.810979     0.0082613957     0.0029245443     0.0003329361     0.0050039153
 639.876239     0.0545400241     0.0429923711     0.0002323567     0.0113152962
 639.876326     0.0877112705     0.0268398880     0.0597446953     0.0011266873
 639.910759     0.1912241502     0.1539400758     0.0100401054     0.0272439689
 639.911154     0.1021945717     0.0581571696     0.0089539224     0.0350834797
 639.912272     0.0409281920     0.0011054049     0.0064746526     0.0333481345
 639.912626     0.0011398169     0.0001722892     0.0007856488     0.0001818789
 639.917590     0.0681023982     0.0477251064     0.0105992354     0.0097780565
 639.919325     0.0015914929     0.0002380606     0.0010341041     0.0003193282
 640.082459     0.0919459681     0.0016334900     0.0718458087     0.0184666694
 640.082459     0.0644900868     0.0011254290     0.0304117929     0.0329528649
 640.112347     0.0516886908     0.0002852310     0.0388649908     0.0125384689
 640.112421     0.0175400683     0.0000010379     0.0059715929     0.0115674375
 640.146025     0.0608024189     0.0000204738     0.0556801953     0.0051017499
 640.146541     0.0127014908     0.0049291651     0.0008951332     0.0068771926
