 638.261523     0.0082073402     0.0009778458     0.0071213711     0.0001081234
 638.265805     0.0004070129     0.0000171062     0.0000074554     0.0003824513
 638.275373     0.0021106776     0.0009288659     0.0011523582     0.0000294536
 638.275534     0.0009883308     0.0000207984     0.0000476066     0.0009199259
 638.292375     0.0005920203     0.0005883354     0.0000020081     0.0000016768
 638.292481     0.0007342513     0.0000000135     0.0001310454     0.0006031924
 638.312263     0.0008500815     0.0005243452     0.0003230163     0.0000027201
 638.312442     0.0005261947     0.0000000101     0.0000540585     0.0004721261
 638.326443     0.0012676621     0.0000813662     0.0006733798     0.0005129162
 638.326728     0.0003291282     0.0003279562     0.0000000006     0.0000011714
 638.335981     0.0003335078     0.0000760133     0.0002509377     0.0000065568
 638.336013     0.0001955725     0.0000262634     0.0001677667     0.0000015424
 638.631214     0.0002169798     0.0000625204     0.0000172866     0.0001371728
 638.632195     0.0008804883     0.0002666741     0.0004916908     0.0001221234
 638.657407     0.0015709379     0.0006161504     0.0008250625     0.0001297249
 638.658332     0.0009637269     0.0001339430     0.0005879810     0.0002418028
 638.696598     0.0015139385     0.0000687828     0.0000298062     0.0014153494
 638.696604     0.0026453800     0.0006081037     0.0016848204     0.0003524560
 638.736807     0.0033111001     0.0001181539     0.0000330145     0.0031599317
 638.740124     0.0015417587     0.0003762335     0.0011654567     0.0000000685
 638.749557     0.0002473606     0.0000090704     0.0002320231     0.0000062671
 638.749565     0.0020157592     0.0004637852     0.0015268236     0.0000251503
 639.024557     0.1007695681     0.0315905426     0.0669982822     0.0021807433
 639.026836     0.0008811301     0.0008357967     0.0000024020     0.0000429314
 639.071887     0.0186586452     0.0021336660     0.0002914080     0.0162335712
 639.072081     0.0543038185     0.0054391751     0.0394647339     0.0093999094
 639.082365     0.0284418507     0.0187546543     0.0091968564     0.0004903400
 639.082381     0.0417717998     0.0042045902     0.0190043516     0.0185628580
 639.109987     0.0290468003     0.0051810243     0.0047984379     0.0190673382
 639.110694     0.0178001749     0.0093762787     0.0012126295     0.0072112668
 639.293990     0.0253790117     0.0047174023     0.0015111274     0.0191504820
 639.293995     0.0238014008     0.0095721020     0.0087860976     0.0054432011
 639.300964     0.0917589628     0.0491184963     0.0000773617     0.0425631049
 639.303847     0.0139649880     0.0015545368     0.0093075230     0.0031029282
 639.313957     0.0470488579     0.0257726788     0.0000783560     0.0211978231
 639.313994     0.0436228069     0.0073559790     0.0237913785     0.0124754493
 639.472759     0.0710003629     0.0242949496     0.0191426930     0.0275627203
 639.472764     0.0039886163     0.0022951362     0.0000346877     0.0016587924
 639.492477     0.1937028004     0.0460298533     0.1034113774     0.0442615697
 639.494696     0.0050256034     0.0026805245     0.0000158835     0.0023291954
 639.582084     0.0282030359     0.0128979801     0.0000140922     0.0152909636
 639.585011     0.0117918194     0.0002991268     0.0110923478     0.0004003448
 639.646734     0.3622482232     0.1055595519     0.0076463637     0.2490423075
 639.646779     0.1933654949     0.1175968204     0.0656165230     0.0101521515
 639.657835     0.1561358927     0.0232521582     0.0325572020     0.1003265324
 639.658908     0.0167660679     0.0119480639     0.0028262467     0.0019917574
 639.671993     0.3939321075     0.2537106101     0.0219853273     0.1182361701
 639.675153     0.0257378540     0.0013406240     0.0036700794     0.0207271505
 639.699508     0.0076754049     0.0005321188     0.0033976273     0.0037456589
 639.699534     0.0722846228     0.0079464289     0.0607293729     0.0036088210
 639.714044     0.0143058542     0.0091064445     0.0008517157     0.0043476939
 639.716417     0.0773018078     0.0181753083     0.0434455173     0.0156809823
 639.720855     0.0251908704     0.0061267967     0.0119908565     0.0070732173
 639.720855     0.0524947187     0.0163849889     0.0264752236     0.0096345063
 639.737963     0.0821311875     0.0122376347     0.0340390351     0.0358545177
 639.739381     0.0109686654     0.0008411798     0.0039861909     0.0061412947
 639.772590     0.0016783922     0.0015668712     0.0000625974     0.0000489236
 639.773863     0.0604672925     0.0104517920     0.0108109811     0.0392045194
 639.801010     0.8293947457     0.2683725991     0.3661505895     0.1948715572
 639.804078     0.0126199921     0.0097777153     0.0000265856     0.0028156912
 639.810863     0.1243462060     0.0198301749     0.0967155855     0.0078004455
 639.810979     0.0082613957     0.0056717401     0.0001387662     0.0024508893
 639.876239     0.0545400241     0.0281026018     0.0050977367     0.0213396856
 639.876326     0.0877112705     0.0054965449     0.0084841821     0.0737305435
 639.910759     0.1912241502     0.0340400966     0.1553526481     0.0018314055
 639.911154     0.1021945717     0.0217037165     0.0014500260     0.0790408292
 639.912272     0.0409281920     0.0173135726     0.0232982763     0.0003163431
 639.912626     0.0011398169     0.0003857148     0.0003541032     0.0003999989
 639.917590     0.0681023982     0.0175792670     0.0503538680     0.0001692632
 639.919325     0.0015914929     0.0000370795     0.0000029781     0.0015514353
 640.082459     0.0919459681     0.0102777210     0.0045578015     0.0771104455
 640.082459     0.0644900868     0.0532919617     0.0109493103     0.0002488148
 640.112347     0.0516886908     0.0084377498     0.0083029767     0.0349479643
 640.112421     0.0175400683     0.0116443678     0.0058938077     0.0000018929
 640.146025     0.0608024189     0.0401218496     0.0028843021     0.0177962672
 640.146541     0.0127014908     0.0030705626     0.0000809097     0.0095500185
 640.409383     0.0085525782     0.0016986969     0.0001733310     0.0066805503
 640.411446     0.0130016973     0.0070814719     0.0008929139     0.0050273115
 640.413126     0.0031566066     0.0014866269     0.0016532821     0.0000166976
 640.413464     0.0070971602     0.0014249353     0.0049661179     0.0007061070
 640.670714     0.0038279358     0.0023875062     0.0014288638     0.0000115658
 640.670795     0.0015473997     0.0000668069     0.0003801111     0.0011004818
 640.680974     0.0128734471     0.0066724578     0.0061961459     0.0000048434
 640.682070     0.0003415837     0.0001919257     0.0000138885     0.0001357695
 640.689023     0.0054608118     0.0010541933     0.0002727258     0.0041338927
 640.690145     0.0025937218     0.0018891184     0.0004947485     0.0002098549
 640.700471     0.0075684767     0.0033790134     0.0033240154     0.0008654479
 640.700475     0.0046798217     0.0003046409     0.0010912972     0.0032838835
 640.714060     0.0030589362     0.0016911494     0.0000153039     0.0013524829
 640.714062     0.0049527274     0.0018749133     0.0013430718     0.0017347423
 640.737750     0.0042348564     0.0041411538     0.0000917409     0.0000019617
 640.739462     0.0052009240     0.0003026070     0.0028144806     0.0020838365
 640.768544     0.0002470073     0.0000101684     0.0000099119     0.0002269270
 640.768592     0.0033012278     0.0000004250     0.0014496983     0.0018511045
 640.868610     0.2710585418     0.0258682718     0.1671156709     0.0780745990
 640.871182     0.0069462925     0.0024516858     0.0003193439     0.0041752628
 640.890033     0.0618832458     0.0226587779     0.0351279270     0.0040965409
 640.890098     0.0171085107     0.0143320649     0.0002054262     0.0025710195
 640.907388     0.1069665356     0.0016796692     0.0373717654     0.0679151011
 640.907394     0.0941329290     0.0660398312     0.0280929448     0.0000001531
 640.931051     0.0685899568     0.0480753267     0.0100829036     0.0104317264
 640.931462     0.0515771077     0.0166876317     0.0089916040     0.0258978721
 640.963256     0.0143689005     0.0022409112     0.0034483072     0.0086796820
 640.963257     0.0293523131     0.0105538934     0.0146854265     0.0041129932
 640.979939     0.0099422849     0.0041971764     0.0003052893     0.0054398192
 640.980616     0.0071927411     0.0066167756     0.0000324694     0.0005434962
 641.002320     0.0364610403     0.0357547142     0.0002463580     0.0004599681
 641.003441     0.0097354741     0.0000018313     0.0015788342     0.0081548087
 641.049729     0.1053748417     0.0453684140     0.0008531942     0.0591532334
 641.051759     0.0039254706     0.0000003666     0.0032437656     0.0006813383
 641.060072     0.0142318766     0.0030714653     0.0038826795     0.0072777318
 641.060073     0.0076227137     0.0043713216     0.0007872995     0.0024640926
 641.092144     0.0108256841     0.0010484141     0.0019534411     0.0078238289
 641.092485     0.0104442700     0.0003199800     0.0064100627     0.0037142272
 641.102905     0.0206564384     0.0000513149     0.0104651798     0.0101399437
 641.103504     0.0052431396     0.0041378076     0.0010441115     0.0000612205
 641.118577     0.0234558619     0.0005870341     0.0038395301     0.0190292978
 641.118928     0.0163106633     0.0084116409     0.0065529412     0.0013460812
 641.142621     0.0008629028     0.0004125667     0.0000002178     0.0004501184
 641.142692     0.0010290272     0.0001000140     0.0000380820     0.0008909312
 641.151767     0.0023769311     0.0002449948     0.0012395885     0.0008923477
 641.152187     0.0018480596     0.0000968787     0.0000257101     0.0017254707
 641.156904     0.0199009647     0.0111473122     0.0041059551     0.0046476974
 641.156907     0.0108579963     0.0039785247     0.0041302314     0.0027492402
 641.160015     0.0348426518     0.0047435081     0.0031885546     0.0269105891
 641.160016     0.0367241859     0.0283977865     0.0083248887     0.0000015106
 641.187538     0.0002026565     0.0001751245     0.0000087252     0.0000188067
 641.188093     0.0005737023     0.0000315874     0.0000933753     0.0004487396
 641.202463     0.0014918371     0.0001161504     0.0007909176     0.0005847691
 641.202464     0.0011764412     0.0005082976     0.0004883959     0.0001797477
 641.224121     0.0039662732     0.0010869413     0.0016606272     0.0012187046
 641.224423     0.0010030524     0.0001888155     0.0000042290     0.0008100079
