   4.332728  3.09291171e-03
   4.336425  1.23964209e-04
   4.338341  1.59335882e-04
   4.338924  3.38057400e-03
   4.343403  1.83408749e-03
   4.344819  1.21355825e-03
   4.349867  8.47990234e-04
   4.350003  7.81554935e-04
   4.355400  9.73276688e-05
   4.356142  1.31906479e-04
   4.471600  7.44819785e-04
   4.471995  7.49792522e-04
   4.483427  1.82194671e-03
   4.483437  1.83664192e-03
   4.496930  2.11435339e-03
   4.497032  1.91933265e-03
   4.510120  9.52191954e-04
   4.511969  1.11126349e-03
   4.524617  1.76726055e-04
   4.524704  2.16888605e-04
   4.620988  4.44774478e-03
   4.621540  3.25900434e-05
   4.623996  1.33327016e-03
   4.626655  3.58195920e-06
   4.629944  5.18884373e-06
   6.630134  4.64761728e-08
   6.637882  7.26347375e-10
   6.638378  1.40472994e-08
   6.703457  4.74122792e-09
   6.703457  5.17097885e-09
   6.717080  6.63667722e-09
   6.717141  1.18373812e-08
   6.724052  1.67380422e-09
   6.727018  5.75400429e-09
   6.743989  3.04422882e-09
   6.743993  7.62181067e-09
   6.748230  2.52327791e-09
   6.748324  3.18584686e-09
   6.751028  1.64861085e-09
   6.751925  2.98185221e-09
   6.828277  2.19024766e-08
   6.828390  1.93063795e-08
   6.839586  3.78146146e-08
   6.840364  1.41432702e-08
   6.852438  4.76228725e-09
   6.852440  5.69652248e-09
   6.860886  2.42126190e-08
   6.861336  1.29210185e-08
   6.866274  8.08311239e-09
   6.871761  2.19123935e-08
   6.872163  1.30386042e-09
   6.878605  4.87511202e-09
   6.890164  9.90007162e-09
   6.890728  2.10907117e-08
   6.916678  1.77757539e-08
   6.916690  2.54520333e-08
   6.941983  5.48129967e-09
   6.941983  6.45317852e-09
   7.012990  1.16212967e-07
   7.042421  1.03131262e-07
   7.043492  1.45933821e-07
   7.102689  1.19875781e-08
   7.106322  6.83641474e-08
   7.107098  1.63463088e-08
   7.118740  4.37331900e-08
   7.118742  4.96382602e-08
   7.167804  1.50467775e-07
   7.168666  3.59977008e-09
   7.172915  2.54683178e-08
   7.183244  7.27016801e-08
   7.183249  4.15636785e-08
   7.193986  7.91602252e-08
   7.194171  1.11484239e-07
   7.199647  2.20433753e-08
   7.205754  4.76483734e-08
   7.236623  6.89157184e-08
   7.238241  2.25866483e-08
   7.240311  2.66774807e-10
   7.295207  1.12137609e-07
   7.301430  5.76201235e-08
   7.302157  7.11380784e-08
   7.306021  2.98046690e-09
   7.314006  2.71169639e-08
   7.314008  2.64985163e-08
   7.346450  1.37220327e-07
   7.347443  7.69806262e-09
   7.350850  1.27673865e-08
   7.386014  2.55724130e-08
   7.387858  1.36182512e-08
   7.416406  2.91963904e-08
   7.417325  6.94938689e-09
   7.420771  2.72773866e-09
   7.423099  3.93877131e-09
   7.423173  5.54495356e-09
   7.444352  2.41934443e-09
   7.444352  2.62757751e-09
   7.465621  4.64603108e-09
   7.466161  4.77509540e-09
   7.513576  3.66028391e-09
   7.519934  5.94059136e-09
   7.538977  5.01425117e-09
   7.539006  4.89989327e-09
   7.555055  2.27343271e-09
   7.555055  3.49373374e-09
   7.561247  5.34069338e-10
   7.582448  1.10440296e-09
   7.582638  1.47203210e-09
   7.590789  1.19557699e-09
   7.619533  3.36004904e-09
   7.625781  6.95301056e-09
   7.626145  2.58560762e-09
   7.635454  4.20445423e-09
   7.635456  2.45575825e-09
   7.973966  2.70611967e-10
   8.032433  2.02112976e-10
   8.167864  1.66113647e-10
   8.294058  1.65027102e-10
   8.303206  2.02800389e-09
   8.303398  6.36079715e-10
   8.376480  1.66423365e-10
   8.381183  5.66515692e-10
   8.381593  6.54678269e-10
   8.389226  7.82538959e-10
   8.389238  8.27469412e-10
   8.399064  3.35345143e-10
   8.399064  3.76015119e-10
   8.436790  9.34269559e-10
   8.934985  1.90720931e-10
  10.849805  1.72956625e-08
  10.853807  5.07835926e-10
  10.854779  1.76799289e-09
  10.888334  6.57247930e-09
  10.888336  4.98101398e-09
  10.893970  7.54904049e-09
  10.894043  4.76172877e-09
  10.897566  5.07768786e-10
  10.897766  5.01669243e-10
  10.931283  7.61546303e-09
  10.931358  4.25461205e-09
  10.934245  2.41305378e-09
  10.934702  1.44988280e-09
  10.936715  2.47574104e-10
  10.939790  7.79866728e-10
  10.971757  3.18880378e-09
  10.972009  1.47086361e-09
  10.978281  2.16664487e-09
  10.980030  3.78467378e-09
  10.982563  2.74416630e-10
  11.005381  8.44793292e-09
  11.005381  8.44369469e-09
  11.026096  6.50009379e-09
  11.026247  1.06514288e-08
  11.039260  1.19101862e-09
  11.073385  6.73775188e-09
  11.097193  1.99898975e-08
  11.097321  2.47459452e-09
  11.122315  1.30032494e-08
